Date,IDX
2007-11-06,109.9568862915039
2007-11-07,106.94888305664062
2007-11-08,106.40660858154297
2007-11-09,104.94601440429688
2007-11-12,103.90479278564453
2007-11-13,107.07183837890625
2007-11-14,106.77534484863281
2007-11-15,105.23519897460938
2007-11-16,105.4159927368164
2007-11-19,103.94818878173828
2007-11-20,104.58444213867188
2007-11-21,102.44417572021484
2007-11-23,104.21569061279297
2007-11-26,101.91631317138672
2007-11-27,103.08770751953125
2007-11-28,106.38489532470703
2007-11-29,106.42105102539062
2007-11-30,107.4912338256836
2007-12-03,106.78262329101562
2007-12-04,105.82815551757812
2007-12-05,107.59966278076172
2007-12-06,109.13982391357422
2007-12-07,109.11811065673828
2007-12-10,109.96406555175781
2007-12-11,106.94888305664062
2007-12-12,108.00457000732422
2007-12-13,107.7803726196289
2007-12-14,106.41383361816406
2007-12-17,104.89540100097656
2007-12-18,105.4811019897461
2007-12-19,105.4811019897461
2007-12-20,106.1462631225586
2007-12-21,107.67642211914062
2007-12-24,108.47604370117188
2007-12-26,108.70860290527344
2007-12-27,107.34204864501953
2007-12-28,107.07308197021484
2007-12-31,106.28080749511719
2008-01-02,105.35030364990234
2008-01-03,105.29944610595703
2008-01-04,102.71895599365234
2008-01-07,102.63175964355469
2008-01-08,100.97434997558594
2008-01-09,102.03563690185547
2008-01-10,102.70442962646484
2008-01-11,101.87572479248047
2008-01-14,102.69718170166016
2008-01-15,100.43643951416016
2008-01-16,99.57144165039062
2008-01-17,96.99092102050781
2008-01-18,95.99505615234375
2008-01-22,95.0210189819336
2008-01-23,97.3034896850586
2008-01-24,98.1249008178711
2008-01-25,96.7073974609375
2008-01-28,98.30660247802734
2008-01-29,98.7936782836914
2008-01-30,98.06678009033203
2008-01-31,99.85497283935547
2008-02-01,101.46138000488281
2008-02-04,100.1820297241211
2008-02-05,97.49976348876953
2008-02-06,96.7146987915039
2008-02-07,97.35432434082031
2008-02-08,96.72924041748047
2008-02-11,97.2235336303711
2008-02-12,98.1249008178711
2008-02-13,99.12804412841797
2008-02-14,98.25574493408203
2008-02-15,98.23394012451172
2008-02-19,98.5101547241211
2008-02-20,98.80091857910156
2008-02-21,97.9795150756836
2008-02-22,98.5828628540039
2008-02-25,99.82587432861328
2008-02-26,100.57455444335938
2008-02-27,100.47277069091797
2008-02-28,99.49148559570312
2008-02-29,97.2744369506836
2008-03-03,97.04180908203125
2008-03-04,96.67108917236328
2008-03-05,97.28167724609375
2008-03-06,95.26814270019531
2008-03-07,94.28684997558594
2008-03-10,93.04385375976562
2008-03-11,96.3875961303711
2008-03-12,95.48625183105469
2008-03-13,95.697021484375
2008-03-14,94.21414947509766
2008-03-17,93.26191711425781
2008-03-18,97.13631439208984
2008-03-19,94.73027038574219
2008-03-20,96.48494720458984
2008-03-24,98.41345977783203
2008-03-25,98.5084228515625
2008-03-26,97.30307006835938
2008-03-27,96.99630737304688
2008-03-28,96.06852722167969
2008-03-31,96.40457153320312
2008-04-01,99.79411315917969
2008-04-02,99.85985565185547
2008-04-03,100.10819244384766
2008-04-04,99.99866485595703
2008-04-07,100.04979705810547
2008-04-08,99.9475326538086
2008-04-09,99.22428894042969
2008-04-10,99.36309814453125
2008-04-11,97.43460083007812
2008-04-14,97.10584259033203
2008-04-15,97.33228302001953
2008-04-16,99.96944427490234
2008-04-17,100.11553955078125
2008-04-18,101.16018676757812
2008-04-21,101.21127319335938
2008-04-22,100.76567840576172
2008-04-23,100.60499572753906
2008-04-24,101.04326629638672
2008-04-25,101.97832489013672
2008-04-28,102.000244140625
2008-04-29,101.5984878540039
2008-04-30,100.9994125366211
2008-05-01,103.08866882324219
2008-05-02,103.37354278564453
2008-05-05,102.87683868408203
2008-05-06,103.7680435180664
2008-05-07,101.91989135742188
2008-05-08,101.65689849853516
2008-05-09,101.46693420410156
2008-05-12,102.6065902709961
2008-05-13,102.62116241455078
2008-05-14,102.8330078125
2008-05-15,104.11869812011719
2008-05-16,104.21363067626953
2008-05-19,104.49852752685547
2008-05-20,103.65116119384766
2008-05-21,101.89796447753906
2008-05-22,101.91256713867188
2008-05-23,100.5464859008789
2008-05-27,101.29161834716797
2008-05-28,101.75917053222656
2008-05-29,102.27050018310547
2008-05-30,102.52619171142578
2008-06-02,101.46693420410156
2008-06-03,100.87525177001953
2008-06-04,100.8241195678711
2008-06-05,102.84028625488281
2008-06-06,99.56035614013672
2008-06-09,99.80144500732422
2008-06-10,99.3046646118164
2008-06-11,97.84366607666016
2008-06-12,98.2162094116211
2008-06-13,99.45806121826172
2008-06-16,99.51654052734375
2008-06-17,99.03437805175781
2008-06-18,98.07010650634766
2008-06-19,98.19429779052734
2008-06-20,96.60043334960938
2008-06-23,96.5050048828125
2008-06-24,96.31411743164062
2008-06-25,96.76929473876953
2008-06-26,94.14099884033203
2008-06-27,93.62708282470703
2008-06-30,93.95748901367188
2008-07-01,94.25112915039062
2008-07-02,92.63600158691406
2008-07-03,92.73143005371094
2008-07-07,91.78436279296875
2008-07-08,93.41419219970703
2008-07-09,91.61550903320312
2008-07-10,91.98993682861328
2008-07-11,90.9180679321289
2008-07-14,90.09578704833984
2008-07-15,88.82569885253906
2008-07-16,91.00615692138672
2008-07-17,91.9165267944336
2008-07-18,92.48916625976562
2008-07-21,92.54055786132812
2008-07-22,93.59043884277344
2008-07-23,94.09699249267578
2008-07-24,92.14410400390625
2008-07-25,92.12207794189453
2008-07-28,90.771240234375
2008-07-29,92.70938110351562
2008-07-30,94.36127471923828
2008-07-31,93.11319732666016
2008-08-01,92.62127685546875
2008-08-04,91.7623519897461
2008-08-05,94.23645782470703
2008-08-06,94.65491485595703
2008-08-07,93.245361328125
2008-08-08,94.97793579101562
2008-08-11,95.96173095703125
2008-08-12,94.96326446533203
2008-08-13,94.39059448242188
2008-08-14,95.102783203125
2008-08-15,95.5652847290039
2008-08-18,94.25849914550781
2008-08-19,93.23065948486328
2008-08-20,93.66382598876953
2008-08-21,93.82532501220703
2008-08-22,95.18351745605469
2008-08-25,93.25267028808594
2008-08-26,93.52433013916016
2008-08-27,94.4346923828125
2008-08-28,95.5799789428711
2008-08-29,94.55216217041016
2008-09-02,93.96480560302734
2008-09-03,93.88407135009766
2008-09-04,91.05754089355469
2008-09-05,91.3438720703125
2008-09-08,93.23065948486328
2008-09-09,90.4629135131836
2008-09-10,90.82997131347656
2008-09-11,92.14410400390625
2008-09-12,92.5699462890625
2008-09-15,88.16498565673828
2008-09-16,89.640625
2008-09-17,85.61012268066406
2008-09-18,88.15030670166016
2008-09-19,91.6511001586914
2008-09-22,89.57615661621094
2008-09-23,87.53816986083984
2008-09-24,87.81874084472656
2008-09-25,89.19217681884766
2008-09-26,89.23649597167969
2008-09-29,82.24380493164062
2008-09-30,85.64783477783203
2008-10-01,85.69950866699219
2008-10-02,82.5908432006836
2008-10-03,81.47584533691406
2008-10-06,77.32596588134766
2008-10-07,73.86283874511719
2008-10-08,72.0020751953125
2008-10-09,66.9734878540039
2008-10-10,65.3490219116211
2008-10-13,74.83756256103516
2008-10-14,73.7299575805664
2008-10-15,66.47138977050781
2008-10-16,69.24042510986328
2008-10-17,68.82691192626953
2008-10-20,72.96198272705078
2008-10-21,70.7837142944336
2008-10-22,66.92919921875
2008-10-23,67.70454406738281
2008-10-24,64.27095794677734
2008-10-27,61.989280700683594
2008-10-28,69.23303985595703
2008-10-29,68.73094940185547
2008-10-30,71.10859680175781
2008-10-31,71.49996185302734
2008-11-03,71.70671081542969
2008-11-04,74.14344787597656
2008-11-05,71.02738189697266
2008-11-06,67.09164428710938
2008-11-07,69.30690002441406
2008-11-10,68.39863586425781
2008-11-11,66.28679656982422
2008-11-12,63.370079040527344
2008-11-13,67.3205795288086
2008-11-14,63.960811614990234
2008-11-17,63.11167526245117
2008-11-18,64.30049896240234
2008-11-19,60.18016815185547
2008-11-20,55.71279525756836
2008-11-21,58.71813201904297
2008-11-24,62.786766052246094
2008-11-25,63.2519416809082
2008-11-26,65.69606018066406
2008-11-28,66.52306365966797
2008-12-01,60.6306037902832
2008-12-02,62.96397018432617
2008-12-03,64.47769927978516
2008-12-04,62.98616409301758
2008-12-05,64.92813110351562
2008-12-08,67.19503784179688
2008-12-09,66.0874252319336
2008-12-10,66.53784942626953
2008-12-11,64.93550872802734
2008-12-12,65.71086120605469
2008-12-15,64.79522705078125
2008-12-16,67.84485626220703
2008-12-17,67.1876449584961
2008-12-18,65.93235778808594
2008-12-19,65.64874267578125
2008-12-22,64.8075942993164
2008-12-23,64.13761901855469
2008-12-24,64.50984191894531
2008-12-26,64.88201141357422
2008-12-29,64.6959228515625
2008-12-30,66.22938537597656
2008-12-31,67.17475891113281
2009-01-02,69.19952392578125
2009-01-05,69.11767578125
2009-01-06,69.57918548583984
2009-01-07,67.4948501586914
2009-01-08,67.77032470703125
2009-01-09,66.31871032714844
2009-01-12,64.7256851196289
2009-01-13,64.84481048583984
2009-01-14,62.805110931396484
2009-01-15,62.82746124267578
2009-01-16,63.31875991821289
2009-01-20,59.97642135620117
2009-01-21,62.56694412231445
2009-01-22,61.599185943603516
2009-01-23,61.867183685302734
2009-01-26,62.291500091552734
2009-01-27,62.924224853515625
2009-01-28,65.05323028564453
2009-01-29,62.939125061035156
2009-01-30,61.658748626708984
2009-02-02,61.47265625
2009-02-03,62.336143493652344
2009-02-04,62.03094482421875
2009-02-05,62.95403289794922
2009-02-06,64.74803161621094
2009-02-09,64.83736419677734
2009-02-10,61.867183685302734
2009-02-11,62.23191452026367
2009-02-12,62.27659225463867
2009-02-13,61.60664749145508
2009-02-17,58.971466064453125
2009-02-18,58.83002853393555
2009-02-19,58.19728088378906
2009-02-20,57.63153076171875
2009-02-23,55.56953430175781
2009-02-24,57.676212310791016
2009-02-25,57.22211837768555
2009-02-26,56.291629791259766
2009-02-27,55.03357696533203
2009-03-02,52.55472946166992
2009-03-03,52.16020202636719
2009-03-04,53.395912170410156
2009-03-05,51.214805603027344
2009-03-06,51.30413818359375
2009-03-09,50.701171875
2009-03-10,53.72342300415039
2009-03-11,54.07331085205078
2009-03-12,56.20229721069336
2009-03-13,56.6414680480957
2009-03-16,56.470279693603516
2009-03-17,58.19728088378906
2009-03-18,59.500022888183594
2009-03-19,58.76303482055664
2009-03-20,57.511741638183594
2009-03-23,61.64274978637695
2009-03-24,60.428184509277344
2009-03-25,61.06547546386719
2009-03-26,62.31001281738281
2009-03-27,61.1854248046875
2009-03-30,59.0711669921875
2009-03-31,59.61848831176758
2009-04-01,60.77302551269531
2009-04-02,62.54990768432617
2009-04-03,63.17222595214844
2009-04-06,62.67734146118164
2009-04-07,61.21540069580078
2009-04-08,61.87516403198242
2009-04-09,64.3342514038086
2009-04-13,64.34927368164062
2009-04-14,63.23965072631836
2009-04-15,63.914424896240234
2009-04-16,64.85155487060547
2009-04-17,65.28643035888672
2009-04-20,62.54990768432617
2009-04-21,63.77198791503906
2009-04-22,63.382110595703125
2009-04-23,64.00440216064453
2009-04-24,64.97154998779297
2009-04-27,64.35675811767578
2009-04-28,64.15436553955078
2009-04-29,65.51884460449219
2009-04-30,65.54135131835938
2009-05-01,65.89371490478516
2009-05-04,68.1353988647461
2009-05-05,67.9029769897461
2009-05-06,69.080078125
2009-05-07,68.12039947509766
2009-05-08,69.7098388671875
2009-05-11,68.4052963256836
2009-05-12,68.202880859375
2009-05-13,66.48601531982422
2009-05-14,67.05580139160156
2009-05-15,66.50850677490234
2009-05-18,68.39781188964844
2009-05-19,68.31531524658203
2009-05-20,67.85799407958984
2009-05-21,66.88333892822266
2009-05-22,66.74092102050781
2009-05-26,68.45027923583984
2009-05-27,67.22823333740234
2009-05-28,68.16536712646484
2009-05-29,69.3724594116211
2009-06-01,71.05181884765625
2009-06-02,71.11182403564453
2009-06-03,70.21214294433594
2009-06-04,70.87191009521484
2009-06-05,70.88690948486328
2009-06-08,70.59452819824219
2009-06-09,70.95439147949219
2009-06-10,70.77442932128906
2009-06-11,71.0893325805664
2009-06-12,71.28426361083984
2009-06-15,69.64983367919922
2009-06-16,68.70518493652344
2009-06-17,68.63772583007812
2009-06-18,69.14002990722656
2009-06-19,69.39488220214844
2009-06-22,67.31393432617188
2009-06-23,67.3667221069336
2009-06-24,67.94728088378906
2009-06-25,69.4250259399414
2009-06-26,69.24408721923828
2009-06-29,69.89248657226562
2009-06-30,69.32699584960938
2009-07-01,69.61351013183594
2009-07-02,67.71354675292969
2009-07-06,67.70600128173828
2009-07-07,66.3940658569336
2009-07-08,66.34886169433594
2009-07-09,66.47702026367188
2009-07-10,66.31871795654297
2009-07-13,67.93222045898438
2009-07-14,68.31671142578125
2009-07-15,70.3147201538086
2009-07-16,70.20161437988281
2009-07-17,70.97063446044922
2009-07-20,71.72461700439453
2009-07-21,72.05640411376953
2009-07-22,72.04124450683594
2009-07-23,73.63216400146484
2009-07-24,73.93373107910156
2009-07-27,74.15238952636719
2009-07-28,73.80555725097656
2009-07-29,73.62462615966797
2009-07-30,74.3936538696289
2009-07-31,74.49921417236328
2009-08-03,75.72818756103516
2009-08-04,75.9241714477539
2009-08-05,75.7055435180664
2009-08-06,75.31351470947266
2009-08-07,76.30118560791016
2009-08-10,76.1428451538086
2009-08-11,75.19286346435547
2009-08-12,75.99959564208984
2009-08-13,76.58016204833984
2009-08-14,75.99205780029297
2009-08-17,74.12223052978516
2009-08-18,74.71031951904297
2009-08-19,75.36627960205078
2009-08-20,76.1428451538086
2009-08-21,77.63573455810547
2009-08-24,77.62815856933594
2009-08-25,77.77894592285156
2009-08-26,77.7864990234375
2009-08-27,77.95990753173828
2009-08-28,77.94485473632812
2009-08-31,77.2511978149414
2009-09-01,75.54720306396484
2009-09-02,75.26072692871094
2009-09-03,75.8864974975586
2009-09-04,76.94960021972656
2009-09-08,77.61311340332031
2009-09-09,78.20872497558594
2009-09-10,79.00788879394531
2009-09-11,78.99285888671875
2009-09-14,79.37737274169922
2009-09-15,79.70915222167969
2009-09-16,80.91544342041016
2009-09-17,80.79483032226562
2009-09-18,80.8463134765625
2009-09-21,80.64180755615234
2009-09-22,81.11148071289062
2009-09-23,80.43726348876953
2009-09-24,79.55089569091797
2009-09-25,79.12667083740234
2009-09-28,80.54331970214844
2009-09-29,80.30091094970703
2009-09-30,79.99028778076172
2009-10-01,78.00552368164062
2009-10-02,77.64187622070312
2009-10-05,78.80091857910156
2009-10-06,79.92971801757812
2009-10-07,80.1493911743164
2009-10-08,80.76300048828125
2009-10-09,81.2553939819336
2009-10-12,81.57357025146484
2009-10-13,81.40692901611328
2009-10-14,82.80841827392578
2009-10-15,83.11143493652344
2009-10-16,82.49021911621094
2009-10-19,83.17200469970703
2009-10-20,82.7326431274414
2009-10-21,81.99024200439453
2009-10-22,82.82356262207031
2009-10-23,81.87660217285156
2009-10-26,80.99026489257812
2009-10-27,80.61910247802734
2009-10-28,79.09636688232422
2009-10-29,80.79331970214844
2009-10-30,78.45246887207031
2009-11-02,79.0282211303711
2009-11-03,79.27818298339844
2009-11-04,79.48273468017578
2009-11-05,80.94483947753906
2009-11-06,81.15691375732422
2009-11-09,83.00532531738281
2009-11-10,83.0205078125
2009-11-11,83.44474029541016
2009-11-12,82.59628295898438
2009-11-13,83.0432357788086
2009-11-16,84.24779510498047
2009-11-17,84.34624481201172
2009-11-18,84.29324340820312
2009-11-19,83.19473266601562
2009-11-20,82.89933013916016
2009-11-23,83.95230102539062
2009-11-24,84.08106994628906
2009-11-25,84.37653350830078
2009-11-27,83.00532531738281
2009-11-30,83.2856674194336
2009-12-01,84.31593322753906
2009-12-02,84.278076171875
2009-12-03,83.61901092529297
2009-12-04,84.09626007080078
2009-12-07,83.96744537353516
2009-12-08,83.03567504882812
2009-12-09,83.34630584716797
2009-12-10,83.8159408569336
2009-12-11,84.17198181152344
2009-12-14,84.74774169921875
2009-12-15,84.35380554199219
2009-12-16,84.4825668334961
2009-12-17,83.46747589111328
2009-12-18,83.93968963623047
2009-12-21,84.7927017211914
2009-12-22,85.09739685058594
2009-12-23,85.26493072509766
2009-12-24,85.66859436035156
2009-12-28,85.85140991210938
2009-12-29,85.72953796386719
2009-12-30,85.6990737915039
2009-12-31,84.87651062011719
2010-01-04,86.31597900390625
2010-01-05,86.54447937011719
2010-01-06,86.60539245605469
2010-01-07,86.97095489501953
2010-01-08,87.26040649414062
2010-01-11,87.38226318359375
2010-01-12,86.56732177734375
2010-01-13,87.29849243164062
2010-01-14,87.53459930419922
2010-01-15,86.55210876464844
2010-01-19,87.63360595703125
2010-01-20,86.74250793457031
2010-01-21,85.07453918457031
2010-01-22,83.17807006835938
2010-01-25,83.60453796386719
2010-01-26,83.25423431396484
2010-01-27,83.6502685546875
2010-01-28,82.69061279296875
2010-01-29,81.79190826416016
2010-02-01,83.06379699707031
2010-02-02,84.06920623779297
2010-02-03,83.6502685546875
2010-02-04,81.0683364868164
2010-02-05,81.23590087890625
2010-02-08,80.64942932128906
2010-02-09,81.66240692138672
2010-02-10,81.5024642944336
2010-02-11,82.3554916381836
2010-02-12,82.28693389892578
2010-02-16,83.58173370361328
2010-02-17,83.9777603149414
2010-02-18,84.47281646728516
2010-02-19,84.64801788330078
2010-02-22,84.66325378417969
2010-02-23,83.63504028320312
2010-02-24,84.40428924560547
2010-02-25,84.29004669189453
2010-02-26,84.34337615966797
2010-03-01,85.21922302246094
2010-03-02,85.45532989501953
2010-03-03,85.53150939941406
2010-03-04,85.79046630859375
2010-03-05,87.01669311523438
2010-03-08,87.03192901611328
2010-03-09,87.17664337158203
2010-03-10,87.56505584716797
2010-03-11,87.93063354492188
2010-03-12,87.93826293945312
2010-03-15,87.96112060546875
2010-03-16,88.66182708740234
2010-03-17,89.1873550415039
2010-03-18,89.14167785644531
2010-03-19,88.6904296875
2010-03-22,89.16458129882812
2010-03-23,89.79171752929688
2010-03-24,89.35578918457031
2010-03-25,89.21048736572266
2010-03-26,89.15696716308594
2010-03-29,89.72290802001953
2010-03-30,89.78404998779297
2010-03-31,89.47817993164062
2010-04-01,90.08998107910156
2010-04-05,90.82414245605469
2010-04-06,91.03828430175781
2010-04-07,90.51824188232422
2010-04-08,90.83177185058594
2010-04-09,91.42831420898438
2010-04-12,91.57362365722656
2010-04-13,91.6424331665039
2010-04-14,92.68254089355469
2010-04-15,92.75901794433594
2010-04-16,91.28298950195312
2010-04-19,91.62715911865234
2010-04-20,92.44546508789062
2010-04-21,92.2772216796875
2010-04-22,92.55252838134766
2010-04-23,93.15669250488281
2010-04-26,92.80492401123047
2010-04-27,90.60999298095703
2010-04-28,91.29832458496094
2010-04-29,92.43013763427734
2010-04-30,90.8624038696289
2010-05-03,92.04012298583984
2010-05-04,89.87580108642578
2010-05-05,89.34049224853516
2010-05-06,86.37315368652344
2010-05-07,85.08836364746094
2010-05-10,88.83576202392578
2010-05-11,88.58334350585938
2010-05-12,89.82231140136719
2010-05-13,88.70572662353516
2010-05-14,87.09972381591797
2010-05-17,87.14557647705078
2010-05-18,85.9602279663086
2010-05-19,85.47075653076172
2010-05-20,82.24341583251953
2010-05-21,83.4441146850586
2010-05-24,82.37339782714844
2010-05-25,82.45755767822266
2010-05-26,81.96047973632812
2010-05-27,84.70599365234375
2010-05-28,83.64292907714844
2010-06-01,82.23576354980469
2010-06-02,84.37715911865234
2010-06-03,84.66773223876953
2010-06-04,81.69278717041016
2010-06-07,80.67562866210938
2010-06-08,81.53983306884766
2010-06-09,81.10391235351562
2010-06-10,83.47470092773438
2010-06-11,83.88002014160156
2010-06-14,83.75000762939453
2010-06-15,85.65428161621094
2010-06-16,85.62369537353516
2010-06-17,85.76136779785156
2010-06-18,85.85437774658203
2010-06-21,85.60845947265625
2010-06-22,84.19454956054688
2010-06-23,83.93333435058594
2010-06-24,82.54249572753906
2010-06-25,82.88826751708984
2010-06-28,82.62702178955078
2010-06-29,80.07588195800781
2010-06-30,79.31517791748047
2010-07-01,78.96170806884766
2010-07-02,78.53141021728516
2010-07-06,79.04627227783203
2010-07-07,81.5358657836914
2010-07-08,82.34271240234375
2010-07-09,82.95745086669922
2010-07-12,83.01121520996094
2010-07-13,84.26374053955078
2010-07-14,84.25605773925781
2010-07-15,84.27912139892578
2010-07-16,81.9585189819336
2010-07-19,82.4426040649414
2010-07-20,83.35701751708984
2010-07-21,82.27355194091797
2010-07-22,84.11007690429688
2010-07-23,84.84004211425781
2010-07-26,85.72372436523438
2010-07-27,85.71601867675781
2010-07-28,85.16277313232422
2010-07-29,84.747802734375
2010-07-30,84.73246002197266
2010-08-02,86.64579010009766
2010-08-03,86.23086547851562
2010-08-04,86.80717468261719
2010-08-05,86.71495056152344
2010-08-06,86.36149597167969
2010-08-09,86.82251739501953
2010-08-10,86.35379028320312
2010-08-11,83.98712158203125
2010-08-12,83.47224426269531
2010-08-13,83.22639465332031
2010-08-16,83.18795013427734
2010-08-17,84.20996856689453
2010-08-18,84.36363983154297
2010-08-19,82.89594268798828
2010-08-20,82.62702178955078
2010-08-23,82.31199645996094
2010-08-24,81.09021759033203
2010-08-25,81.4052734375
2010-08-26,80.85968780517578
2010-08-27,82.1121597290039
2010-08-30,80.92118072509766
2010-08-31,80.92118072509766
2010-09-01,83.34164428710938
2010-09-02,84.11775207519531
2010-09-03,85.20887756347656
2010-09-07,84.24834442138672
2010-09-08,84.84004211425781
2010-09-09,85.23192596435547
2010-09-10,85.6622314453125
2010-09-13,86.61506652832031
2010-09-14,86.5612564086914
2010-09-15,86.89171600341797
